image,prompt,path
0094.png,"arafed image of a ghostly figure in a dark hallway, in - game footage, celery man, better known as amouranth, in a white room, he is wearing a black t-shirt, ps 4, trail of blood follows behind it, bjd, full size persona, hd rendering, gray men, standing outside a house, a polaroid photo","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0045.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, plain white tshirt, an ultra realistic photo, android close to camera, whitehorns, in a bedroom, by Sōami, detailed humanoid, app","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0093.png,"arafed image of a ghostly figure in a dark hallway, in - game footage, celery man, better known as amouranth, toilet paper, centered full-body shot, might delete later, ps 3 graphics, black eyes and large forehead, in a bedroom!!!!!!!!!!!!!!!!!!!!, security footage, character is standing","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0042.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, plain white tshirt, an ultra realistic photo, a photo of an old opened camera, home video, gray men, the photo was taken from afar, app, hires, by Sōami, pp","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0166.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, of the game portal, an ultra realistic photo, white floor, a friendly wisp, photo still of interior, android close to camera","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0271.png,"there is a black and white photo of a person in a dark room, interior gameplay screenshot, ((((volumetric lighting)))), apartment hallway, full body backlight, hyper real photo, in this painting, slender, ps 5 screenshot, ps2 graphics, shrouded face, iso 64","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0228.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white background wall, photo taken from far, promotional photo, of the game portal, full-body photography, a friendly wisp, very known photo, inside white room, image on the store website, by R.O. Blechman","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0067.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, in a living room, man with thin lines on the face, 720p, curved hallways, app, black floor, portal opening, scary creatures in background, osr, full subject shown in photo, a stock photo, him","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0285.png,"there is a door in a dark room with a light on, promotional render, interior gameplay screenshot, slender boy with a pale, black floor, soft blur light, inspired by Allan Brooks, apartment hallway, left align content, clear image, left align","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0143.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, official render, staring directly into camera, app, espiritus, persona, extremely realistic photo, he is wearing a black, home video, white background wall, whitehorns, tention","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0192.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white ambient background, photograph of 3d ios room, full-body photography, a friendly wisp, very known photo, of the game portal, photo taken with sony a7r camera, movie promotional image, inside white room, watcher","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0254.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, slit-scan photography, full-body photography, white room, ps 3 graphics, 2022 photograph, face shown, production photo","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0282.png,"there is a black and white photo of a hallway with a door, in game capture 3d render, sinister complexion, large dark gradients, home video footage, left align, light entering through a blind, flat paint, greenish lighting","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0144.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white background wall, photo taken from far, beautiful male god of death, a polaroid photo, portal 3, a friendly wisp, gray men, 5 feet away, omega, first-person, 7","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0195.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white ambient background, photograph of 3d ios room, home video footage, ue 4, android close to camera, photo of a man, phantom list, 3 pm, tall entry","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0253.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, slit-scan photography, of the game portal, ultra realistic photo, white room, a creature 5 meters tall, whitehorns, full subject shown in photo, production photo, pp, standing outside a house, samsung smartthings, scp-173","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0138.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white background wall, photo taken from far, beautiful male god of death, a polaroid photo, portal 3, plain, a friendly wisp, black floor, pp","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0060.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, gray men, android close to camera, photorealistic room, photo taken from far, upscale photo, with black eyes, a friendly wisp, whitehorns, 2 0 1 0 s, standing outside a house, osr, clean room, trail of blood follows behind it","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0305.png,"there is a black door in a dark room with a light on, interior gameplay screenshot, hidden camera photo, dark grey carpet, by Steven James Petruccio, view(full body + zoomed out), white floor, full body backlight, greenish lighting, dark hallway","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0012.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, gray men, psp, photo taken in 2018, humanoid animal, thumbnail, taken on a 2010s camera, mobile game asset, fotorealism","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0136.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white background wall, photo taken from far, beautiful male god of death, phone recording, of the game portal, gray men, a polaroid photo, 5 feet away, first-person","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0221.png,"there is a ghostly figure in a dark room with a door, depicted as a 3 d render, android close to camera, gray men, white box, slender, official concept art, trailing white vapor, pick up behind you, whitehorns, hyperrrealistic, app","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0131.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, a polaroid photo, android close to camera, empty white room, human male demon, omega, extremely realistic photo, of the game portal, iso 64, pp, app","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0226.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white background wall, photo taken from far, promotional photo, spectres, portal 3, full-body photography, slit - scan photography","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0069.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, in a living room, man with thin lines on the face, 720p, curved hallways, black floor, photo taken from far, official render, scary creature, full subject shown in photo, protagonist","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0302.png,"there is a dark room with a door and a light on, promotional render, walking towards the camera, ps 3 screenshot, green floor, cursed photography, (empty black void), flat paint, shrouded face, interior of a bathroom, dark grey carpet, final render, left align","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0015.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, an ultra realistic photo, android close to camera, gray men, whitehorns, pp, happy appearance, photo taken from far, side scroller game, thumbnail","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0213.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, white ambient background, photograph of 3d ios room, full-body photography, portal 3, very known photo, white face, full subject shown in photo, production photo","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0104.png,"arafed image of a ghostly figure in a dark hallway, in - game footage, celery man, better known as amouranth, white background wall, apartment hallway, bjd, tpose, gray men, a photo of an old opened camera, boy, tall entry, home video footage, official character art, android close to camera","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0178.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, plain studio background, very known photo, of the game portal, photo taken with sony a7r camera, photo of a 50-year-old white man, a friendly wisp, white room, location in a apartment, sk","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0020.png,"arafed image of a ghostly figure in a dark hallway, of the game portal, fullbody photo, white box, an ultra realistic photo, android close to camera, gray men, whitehorns, concept image, photo taken from far, leave, upscale photo","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0268.png,"there is a person standing in a dark room with a door, volumetric lighting and shadows, android close to camera, bodyless, apartment hallway, only one person in frame, spectral, dark paint, hyper - real, sheet, man standing, saw, white outline","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
0027.png,"arafed image of a ghostly figure in a dark hallway, in game capture 3d render, slender boy with a pale, infared photography, an ultra realistic photo, white and black clothing, hyperrealistic hell, sparse room, live-action archival footage, standing outside a house, android close to camera","Gen-2 16s, 364912355, in_the_dark_human_sh, M 5.csv"
